Hotel,Customer Country,Customer ID,Booking_ID,Booking Date,Lead Time,Arrival Date,Weekend Nights,Week Nights,Adults,Children,is_canceled,Meal,Market Segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,Customer Cancel Count,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel - Ahmedabad,Germany,CUST_085,INN00910,14-May-24,0,14-May-24,0,1,2,0,1,BB,Direct,0,0,0,D,F,0,2,172,0,1,Canceled
Resort Hotel - Bhopal,India,CUST_581,INN00911,12-Sep-24,2,14-Sep-24,0,1,2,0,0,BB,Online TA,0,0,0,A,D,0,1,171.9,0,0,Check-Out
Resort Hotel - Lucknow,UK,CUST_324,INN00912,22-Aug-24,0,22-Aug-24,0,1,2,0,0,BB,Direct,0,0,0,L,F,0,2,200,0,0,Check-Out
Resort Hotel - Chennai,India,CUST_202,INN00913,2-Aug-24,114,24-Nov-24,0,3,2,0,1,HB,Online TA,0,0,0,A,A,0,0,149.4,0,0,Canceled
Resort Hotel - Kolkata,Australia,CUST_328,INN00914,24-Jun-24,111,13-Oct-24,0,4,2,0,1,BB,Online TA,0,0,0,D,D,1,1,154,0,1,Canceled
Resort Hotel - Indore,India,CUST_600,INN00915,2-Apr-24,44,16-May-24,0,4,2,0,0,BB,Online TA,0,0,0,A,A,0,1,148.25,1,0,Check-Out
Resort Hotel - Bangalore,India,CUST_022,INN00916,2-Dec-23,139,19-Apr-24,0,4,2,0,0,BB,Online TA,0,0,0,A,A,0,2,172,0,1,Check-Out
Resort Hotel - Ahmedabad,Australia,CUST_468,INN00917,28-Oct-24,57,24-Dec-24,1,4,2,0,1,BB,Online TA,0,0,0,E,E,0,1,183,0,0,Canceled
Resort Hotel - Lucknow,India,CUST_401,INN00918,29-Oct-24,16,14-Nov-24,1,4,2,0,1,HB,Online TA,0,0,0,D,D,0,0,242.6,0,1,Canceled
Resort Hotel - Indore,India,CUST_081,INN00919,25-Aug-23,139,11-Jan-24,0,4,3,0,0,BB,Online TA,0,0,0,A,A,1,0,172,0,2,Check-Out
Resort Hotel - Lucknow,Canada,CUST_049,INN00920,24-Nov-23,84,16-Feb-24,2,5,2,1,0,HB,Online TA,0,0,0,A,A,1,0,168.71,0,3,Check-Out
Resort Hotel - Jaipur,UK,CUST_374,INN00921,16-May-24,117,10-Sep-24,2,6,2,0,1,HB,Online TA,0,0,0,A,A,0,1,166,0,0,Canceled
Resort Hotel - Jaipur,India,CUST_521,INN00922,26-Oct-23,69,3-Jan-24,0,1,1,0,1,BB,Direct,0,0,0,A,A,1,1,112,0,0,Canceled
Resort Hotel - Mumbai,India,CUST_070,INN00923,7-Mar-24,2,9-Mar-24,0,1,2,0,0,BB,Online TA,0,0,0,A,A,0,0,172,0,0,Check-Out
Resort Hotel - Chandigarh,France,CUST_186,INN00924,5-Mar-24,118,1-Jul-24,0,3,2,0,1,BB,Online TA,0,0,0,A,A,0,0,120.6,0,0,Canceled
Resort Hotel - Bhopal,India,CUST_502,INN00925,27-Jul-24,129,3-Dec-24,0,3,2,0,0,BB,Direct,0,0,0,E,F,0,2,126,0,1,Check-Out
Resort Hotel - Pune,Germany,CUST_505,INN00926,16-Jan-24,9,25-Jan-24,0,3,2,2,0,HB,Online TA,0,0,0,G,C,2,0,268,1,1,Check-Out
Resort Hotel - Chennai,USA,CUST_503,INN00927,31-Jul-24,52,21-Sep-24,1,3,2,0,0,BB,Direct,0,0,0,E,E,1,1,173,0,0,Check-Out
Resort Hotel - Lucknow,India,CUST_342,INN00928,29-Nov-23,65,2-Feb-24,2,3,2,0,0,HB,Offline TA/TO,0,0,0,D,D,1,0,149.2,0,0,Check-Out
Resort Hotel - Hyderabad,Canada,CUST_469,INN00929,1-Mar-24,7,8-Mar-24,2,3,2,0,0,HB,Online TA,0,0,0,A,A,1,1,217.2,1,4,Check-Out
Resort Hotel - Hyderabad,India,CUST_140,INN00930,18-Sep-24,28,16-Oct-24,1,3,3,0,1,BB,Online TA,0,0,0,D,D,0,0,239.3,0,1,Canceled
Resort Hotel - Ahmedabad,India,CUST_440,INN00931,17-May-24,3,20-May-24,2,4,2,0,0,BB,Online TA,0,0,0,A,A,0,2,181.5,0,3,Check-Out
Resort Hotel - Ahmedabad,India,CUST_170,INN00932,28-Jul-24,87,23-Oct-24,2,6,2,0,0,BB,Online TA,0,0,0,D,D,2,0,154,0,2,Check-Out
Resort Hotel - Ahmedabad,USA,CUST_313,INN00933,16-Apr-24,51,6-Jun-24,2,6,2,0,0,BB,Online TA,0,0,0,D,D,0,0,173,0,0,Check-Out
Resort Hotel - Lucknow,UAE,CUST_237,INN00934,15-Jul-24,136,28-Nov-24,2,8,3,1,0,BB,Direct,0,0,0,G,G,1,0,181.9,0,3,Check-Out
Resort Hotel - Chennai,Canada,CUST_479,INN00935,20-Nov-24,4,24-Nov-24,0,0,2,0,0,BB,Online TA,0,0,0,E,I,0,0,0,0,2,Check-Out
Resort Hotel - Hyderabad,Canada,CUST_259,INN00936,2-Jun-24,1,3-Jun-24,0,1,2,0,0,BB,Corporate,0,0,0,A,F,0,1,114,0,0,Check-Out
Resort Hotel - Lucknow,UK,CUST_104,INN00937,18-Dec-23,49,5-Feb-24,0,2,2,2,1,BB,Online TA,0,0,0,H,H,0,1,267,0,0,Canceled
Resort Hotel - Bhopal,India,CUST_360,INN00938,17-Sep-24,4,21-Sep-24,0,2,2,1,0,BB,Online TA,0,0,0,D,D,1,1,226,0,4,Check-Out
Resort Hotel - Jaipur,India,CUST_421,INN00939,11-Jan-24,45,25-Feb-24,0,2,2,0,1,BB,Online TA,0,0,0,D,D,0,1,173,0,0,Canceled
Resort Hotel - Mumbai,Canada,CUST_199,INN00940,18-Jun-24,6,24-Jun-24,0,2,2,0,0,BB,Online TA,0,0,0,D,F,0,0,211,0,1,Check-Out
Resort Hotel - Bangalore,Canada,CUST_359,INN00941,18-Feb-24,4,22-Feb-24,0,2,2,0,0,BB,Online TA,0,0,0,A,H,0,2,191,0,3,Check-Out
Resort Hotel - Goa,UK,CUST_584,INN00942,19-Apr-24,53,11-Jun-24,1,2,2,0,1,BB,Online TA,0,0,0,D,D,0,0,173,0,0,Canceled
Resort Hotel - Bhopal,Canada,CUST_519,INN00943,15-Apr-24,52,6-Jun-24,1,2,2,0,0,BB,Direct,0,0,0,E,F,0,1,173,0,1,Check-Out
Resort Hotel - Ahmedabad,India,CUST_551,INN00944,13-May-24,4,17-May-24,2,2,2,2,1,BB,Online TA,0,0,0,G,G,1,0,277.5,0,2,Canceled
Resort Hotel - Bangalore,Germany,CUST_425,INN00945,13-Aug-24,98,19-Nov-24,2,2,2,0,0,BB,Online TA,0,0,0,A,D,0,1,134,0,2,Check-Out
Resort Hotel - Hyderabad,India,CUST_002,INN00946,30-Sep-24,46,15-Nov-24,2,2,2,0,1,BB,Online TA,0,0,0,A,A,0,1,153,0,0,Canceled
Resort Hotel - Kochi,Australia,CUST_588,INN00947,28-Feb-24,122,29-Jun-24,2,2,2,0,1,HB,Online TA,0,0,0,D,D,0,1,186,0,1,Canceled
Resort Hotel - Delhi,Australia,CUST_168,INN00948,14-Oct-23,83,5-Jan-24,2,2,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,107.2,0,2,Check-Out
Resort Hotel - Chennai,UK,CUST_004,INN00949,13-Jul-24,16,29-Jul-24,2,3,2,0,0,BB,Online TA,0,0,0,E,E,0,1,221,0,2,Check-Out
Resort Hotel - Delhi,India,CUST_572,INN00950,20-Aug-24,43,2-Oct-24,2,4,2,0,1,HB,Online TA,0,0,0,A,A,0,2,202,0,0,Canceled
Resort Hotel - Hyderabad,Canada,CUST_539,INN00951,6-Jun-24,73,18-Aug-24,2,5,2,2,1,BB,Online TA,0,0,0,C,C,0,1,169,0,0,Canceled
Resort Hotel - Ahmedabad,UK,CUST_184,INN00952,7-Jul-24,116,31-Oct-24,2,5,2,2,0,BB,Offline TA/TO,0,0,0,C,C,0,1,133.5,1,2,Check-Out
Resort Hotel - Chandigarh,Germany,CUST_545,INN00953,11-Aug-24,113,2-Dec-24,2,5,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,0,154.38,0,1,Canceled
Resort Hotel - Kolkata,Australia,CUST_438,INN00954,23-May-24,113,13-Sep-24,2,5,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,2,154.38,0,1,Canceled
Resort Hotel - Delhi,Germany,CUST_275,INN00955,17-Jun-24,51,7-Aug-24,2,5,2,0,0,HB,Online TA,0,0,0,D,D,0,1,205,0,2,Check-Out
Resort Hotel - Indore,India,CUST_501,INN00956,13-Feb-24,65,18-Apr-24,2,7,2,0,0,BB,Online TA,0,0,0,A,A,1,2,121.39,1,1,Check-Out
Resort Hotel - Indore,USA,CUST_533,INN00957,3-May-24,0,3-May-24,0,1,2,0,0,BB,Online TA,0,0,0,A,A,0,1,171.9,1,0,Check-Out
Resort Hotel - Hyderabad,UAE,CUST_437,INN00958,16-Mar-24,87,11-Jun-24,0,1,2,0,1,BB,Online TA,0,0,0,E,E,0,0,164,0,1,Canceled
Resort Hotel - Goa,India,CUST_220,INN00959,13-Feb-24,106,29-May-24,1,1,2,0,1,BB,Online TA,0,0,0,A,A,0,0,134,0,1,Canceled
Resort Hotel - Hyderabad,India,CUST_282,INN00960,31-Jul-24,5,5-Aug-24,1,1,2,0,0,BB,Online TA,0,0,0,G,H,0,1,250,0,1,Check-Out
Resort Hotel - Chennai,Canada,CUST_279,INN00961,3-May-24,98,9-Aug-24,1,1,2,0,0,HB,Online TA,0,0,0,E,F,0,2,208,1,1,Check-Out
Resort Hotel - Mumbai,UK,CUST_004,INN00962,13-Aug-24,78,30-Oct-24,1,1,2,2,1,BB,Direct,0,0,0,C,C,0,1,181,0,0,Canceled
Resort Hotel - Kolkata,UAE,CUST_557,INN00963,22-Apr-24,4,26-Apr-24,2,1,2,0,0,BB,Online TA,0,0,0,A,A,0,1,172,0,3,Check-Out
Resort Hotel - Goa,UAE,CUST_137,INN00964,6-Jul-24,5,11-Jul-24,2,1,2,0,0,BB,Online TA,0,0,0,D,D,0,3,157.59,0,1,Check-Out
Resort Hotel - Mumbai,UK,CUST_324,INN00965,17-Dec-24,3,20-Dec-24,2,2,2,0,0,HB,Online TA,0,0,0,A,D,0,2,211.75,1,3,Check-Out
Resort Hotel - Hyderabad,India,CUST_390,INN00966,17-Jun-24,85,10-Sep-24,2,2,2,0,0,HB,Online TA,0,0,0,G,G,0,1,246,0,1,Check-Out
Resort Hotel - Delhi,India,CUST_030,INN00967,13-Aug-24,137,28-Dec-24,2,2,2,0,1,BB,Online TA,0,0,0,A,A,0,0,108.54,0,1,Canceled
Resort Hotel - Chennai,Australia,CUST_348,INN00968,29-Apr-24,67,5-Jul-24,2,4,2,0,1,HB,Online TA,0,0,0,D,D,0,1,186,0,0,Canceled
Resort Hotel - Lucknow,Australia,CUST_438,INN00969,13-Mar-24,54,6-May-24,2,5,2,0,1,HB,Online TA,0,0,0,D,D,0,2,205,0,1,Canceled
Resort Hotel - Bangalore,Germany,CUST_345,INN00970,23-Nov-23,87,18-Feb-24,2,5,2,0,1,BB,Online TA,0,0,0,D,D,0,0,154,0,1,Canceled
Resort Hotel - Kolkata,Germany,CUST_405,INN00971,5-Apr-24,54,29-May-24,2,5,2,0,1,HB,Direct,0,0,0,A,A,0,0,200.71,0,0,No-Show
Resort Hotel - Jaipur,India,CUST_590,INN00972,9-Sep-24,12,21-Sep-24,2,5,2,2,0,BB,Offline TA/TO,0,0,0,G,G,0,0,252,1,1,Check-Out
Resort Hotel - Bangalore,UAE,CUST_507,INN00973,27-May-24,60,26-Jul-24,2,5,2,2,1,BB,Offline TA/TO,0,0,0,C,C,0,0,135.2,0,0,Canceled
Resort Hotel - Lucknow,UK,CUST_074,INN00974,10-Aug-24,75,24-Oct-24,2,5,2,2,0,FB,Direct,0,0,0,C,C,0,0,276.43,1,3,Check-Out
Resort Hotel - Kochi,Australia,CUST_288,INN00975,12-Jun-24,54,5-Aug-24,2,5,2,0,1,HB,Direct,0,0,0,F,F,0,0,228,0,0,Canceled
Resort Hotel - Kochi,France,CUST_586,INN00976,2-Feb-24,126,7-Jun-24,2,5,2,1,0,HB,Offline TA/TO,0,0,0,A,A,0,0,133,1,2,Check-Out
Resort Hotel - Chandigarh,India,CUST_490,INN00977,27-Jan-24,54,21-Mar-24,2,5,2,0,1,HB,Online TA,0,0,0,D,D,0,1,205,0,1,Canceled
Resort Hotel - Bangalore,Germany,CUST_435,INN00978,3-Dec-23,84,25-Feb-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,0,134,0,2,Canceled
Resort Hotel - Lucknow,Germany,CUST_295,INN00979,7-Dec-23,106,22-Mar-24,2,5,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,1,119.7,0,1,Canceled
Resort Hotel - Lucknow,Australia,CUST_588,INN00980,5-Dec-23,136,19-Apr-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,90.95,0,1,Check-Out
Resort Hotel - Delhi,Germany,CUST_025,INN00981,30-Apr-24,98,6-Aug-24,2,5,2,0,0,HB,Offline TA/TO,0,0,0,A,A,0,1,138,0,0,Check-Out
Resort Hotel - Hyderabad,UAE,CUST_337,INN00982,18-Mar-24,91,17-Jun-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,0,134,0,1,Canceled
Resort Hotel - Chennai,India,CUST_002,INN00983,18-Aug-24,58,15-Oct-24,2,6,1,0,1,BB,Direct,0,0,0,E,E,1,1,173,0,0,Canceled
Resort Hotel - Ahmedabad,India,CUST_311,INN00984,9-Jun-24,61,9-Aug-24,4,9,2,0,0,BB,Online TA,0,0,0,D,D,0,2,165.69,1,0,Check-Out
Resort Hotel - Bangalore,Australia,CUST_158,INN00985,24-Oct-24,0,24-Oct-24,1,0,2,0,0,BB,Direct,0,0,0,G,G,0,0,195,0,0,Check-Out
Resort Hotel - Mumbai,Germany,CUST_405,INN00986,7-Sep-24,5,12-Sep-24,1,0,2,0,0,BB,Online TA,0,0,0,A,E,0,0,127.31,0,0,Check-Out
Resort Hotel - Chandigarh,UAE,CUST_037,INN00987,24-Oct-24,2,26-Oct-24,1,0,2,0,0,BB,Online TA,0,0,0,D,D,0,0,134,0,1,Check-Out
Resort Hotel - Kochi,India,CUST_122,INN00988,14-Jun-24,9,23-Jun-24,2,0,2,1,1,BB,Direct,0,0,0,D,D,0,2,207,0,2,Canceled
Resort Hotel - Jaipur,India,CUST_501,INN00989,13-Jun-24,10,23-Jun-24,2,0,2,0,1,BB,Online TA,0,0,0,E,E,0,2,211.5,0,1,Canceled
Resort Hotel - Indore,India,CUST_112,INN00990,6-Dec-23,62,6-Feb-24,2,1,2,0,0,BB,Online TA,0,0,0,E,F,1,1,210.33,1,2,Check-Out
Resort Hotel - Pune,USA,CUST_343,INN00991,11-Mar-24,34,14-Apr-24,2,2,2,0,0,BB,Online TA,0,0,0,D,D,0,1,211,0,1,Check-Out
Resort Hotel - Chennai,Australia,CUST_548,INN00992,8-Feb-24,82,30-Apr-24,2,2,2,0,0,BB,Online TA,0,0,0,D,D,0,1,154,0,0,Check-Out
Resort Hotel - Bhopal,USA,CUST_273,INN00993,14-Oct-24,65,18-Dec-24,2,3,2,0,1,BB,Online TA,0,0,0,A,A,0,1,145.4,0,0,Canceled
Resort Hotel - Mumbai,UK,CUST_204,INN00994,5-Jun-24,129,12-Oct-24,2,3,1,0,1,BB,Online TA,0,0,0,A,A,0,0,101.25,0,0,Canceled
Resort Hotel - Bhopal,India,CUST_010,INN00995,21-May-24,55,15-Jul-24,2,4,2,0,0,HB,Online TA,0,0,0,D,D,0,2,179.38,0,0,Check-Out
Resort Hotel - Delhi,UAE,CUST_517,INN00996,12-Sep-23,122,12-Jan-24,2,4,2,0,1,HB,Online TA,0,0,0,A,A,0,1,166,0,2,Canceled
Resort Hotel - Pune,UAE,CUST_137,INN00997,18-Jan-24,41,28-Feb-24,2,4,2,0,1,BB,Online TA,0,0,0,E,E,0,3,202,0,2,Canceled
Resort Hotel - Pune,Canada,CUST_529,INN00998,12-Feb-24,41,24-Mar-24,2,4,2,0,1,BB,Online TA,0,0,0,A,A,0,1,172,0,2,Canceled
Resort Hotel - Bangalore,UK,CUST_404,INN00999,4-Oct-24,81,24-Dec-24,2,4,2,2,0,FB,Direct,0,0,0,C,C,0,0,277,1,1,Check-Out
Resort Hotel - Pune,USA,CUST_503,INN01000,18-Apr-24,59,16-Jun-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,104,0,0,Check-Out
